,theta_rel_0,theta_rel_1,x_0,x_1,y_0,y_1,theta_abs_0,theta_abs_1,r_0,r_1
0,-1.0750808316431737,-1.1145762252314104,4.756611429705283,-6.845539698699683,-8.79628601779166,-25.08708370217935,-1.0750808316431737,-1.8371822252198948,10.0,26.004291615935745
1,1.1634410866489233,-3.028185847862763,3.9618237239222953,-1.8328472632718382,9.18171840019974,-9.960428505259182,1.1634410866489233,-1.7527734833687159,10.0,10.127658421316486
2,0.4057196540034407,-1.9919301764350685,9.188186020094975,8.87991431512607,3.9468009400185466,-16.050823132753585,0.4057196540034406,-1.0654710503607812,10.0,18.343440284824396
3,-3.0499489139931444,2.7414410379789995,-9.958036506763028,9.09771739066934,-0.9151551398395787,-6.987901092083182,-3.0499489139931444,-0.6549809828159143,10.0,11.471670470913322
4,2.5066959691457313,3.0325944036276242,-8.0513297664131,6.665403367917865,5.930943347602504,-7.612238178644757,2.5066959691457313,-0.8516171157305118,10.0,10.117992495819893
5,-1.0046389610163016,1.6665213746590908,5.363929551425689,21.140663411252326,-8.439683629576537,3.852373509739067,-1.0046389610163016,0.18024800956611228,10.0,21.48879780551723
6,1.613691549551346,-1.2998742942214077,-0.42882069430667613,18.59442225732062,9.990801409903728,16.164635518734514,1.613691549551346,0.7156079930788531,10.0,24.63834370523055
7,-1.9577121615225515,-1.377643709147047,-3.773340390539766,-23.399071716711244,-9.26077223006382,-5.409711348575266,-1.9577121615225515,-2.9143911042196686,10.0,24.01627644075368
8,0.9435262652798171,2.589139036719615,5.869366999721627,-12.620647387243984,8.096328243258098,0.4727222743084516,0.9435262652798172,3.1041538936157385,10.0,12.62949748888592
9,0.096968609871801,1.6451031285902769,9.953022271428365,6.544237522736573,0.9681671676166991,20.675530931882236,0.09696860987180102,1.2642525006172236,10.0,21.686507880920164
10,-0.5490800449230249,-2.0137018858233544,8.530050100084864,-8.21222611137157,-5.219027235993523,-16.159602506942488,-0.5490800449230249,-2.0409782707293735,10.0,18.126594023331435
11,1.9115659523749713,-0.6845284934843581,-3.342125614093897,3.398442748273853,9.42497726149074,28.254866750073695,1.9115659523749713,1.4510932206196077,10.0,28.458512051365496
12,0.4658856338725452,-1.3706674535862102,8.934240767031865,21.29138372094782,4.492142241370579,-11.233665147011276,0.4658856338725452,-0.4854952010964908,10.0,24.07318536022638
13,0.18185391421742603,2.806714761193219,9.835100967728525,-9.931192234183282,1.8085322652873557,4.857081601620141,0.18185391421742603,2.686724500188252,10.0,11.055307362398352
14,-2.4921656247648603,0.9047412159157924,-7.9643042222056515,-8.296850538333716,-6.0473017335136525,-26.0445368660921,-2.4921656247648603,-1.8791960709401434,10.0,27.334147680596864
15,1.710824443016266,-2.185231914229771,-1.395709557212299,16.395561476615466,9.90212072396142,0.7658920161804552,1.710824443016266,0.04667944133187714,10.0,16.413440428926716
16,-1.626395032324398,-2.1106035135643353,-0.5557006535463219,-17.114119142361577,-9.984547900813947,1.232349047507416,-1.626395032324398,3.069708983607618,10.0,17.158431111084703
